Date,BTC,DXY,Gold,SP500,Yield_10Y,VIX
2016-03-03,421.6510009765625,97.56999969482422,1257.4000244140625,1993.4000244140625,1.8300000429153442,16.700000762939453
2016-03-04,410.9389953613281,97.33999633789062,1269.9000244140625,1999.989990234375,1.8830000162124634,16.860000610351562
2016-03-05,400.57000732421875,,,,,
2016-03-06,407.7070007324219,,,,,
2016-03-07,414.3210144042969,97.06999969482422,1263.199951171875,2001.760009765625,1.9019999504089355,17.350000381469727
2016-03-08,413.97198486328125,97.20999908447266,1262.0999755859375,1979.260009765625,1.8320000171661377,18.670000076293945
2016-03-09,414.8599853515625,97.16999816894531,1256.5999755859375,1989.260009765625,1.8919999599456787,18.34000015258789
2016-03-10,417.1310119628906,96.06999969482422,1272.0,1989.5699462890625,1.9290000200271606,18.049999237060547
2016-03-11,421.69000244140625,96.16999816894531,1258.699951171875,2022.18994140625,1.9769999980926514,16.5
2016-03-12,411.6239929199219,,,,,
2016-03-13,414.06500244140625,,,,,
2016-03-14,416.43798828125,96.62000274658203,1244.4000244140625,2019.6400146484375,1.9630000591278076,16.920000076293945
2016-03-15,416.8299865722656,96.62999725341797,1230.4000244140625,2015.9300537109375,1.9589999914169312,16.84000015258789
2016-03-16,417.010986328125,95.88999938964844,1229.300048828125,2027.219970703125,1.937999963760376,14.989999771118164
2016-03-17,420.6210021972656,94.76000213623047,1264.5,2040.5899658203125,1.902999997138977,14.4399995803833
2016-03-18,409.5480041503906,94.98999786376953,1253.800048828125,2049.580078125,1.871000051498413,14.020000457763672
2016-03-19,410.4440002441406,,,,,
2016-03-20,413.7550048828125,,,,,
2016-03-21,413.3070068359375,95.29000091552734,1243.800048828125,2051.60009765625,1.9229999780654907,13.789999961853027
2016-03-22,418.0889892578125,95.6500015258789,1248.199951171875,2049.800048828125,1.934999942779541,14.170000076293945
2016-03-23,418.0409851074219,96.05000305175781,1223.699951171875,2036.7099609375,1.875,14.9399995803833
2016-03-24,416.3940124511719,96.13999938964844,1221.4000244140625,2035.93994140625,1.899999976158142,14.739999771118164
